1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,20,22,23,24,25,26,27,28,29,31,33,35,37,42,43,45,47,50,52,55,59,60,61,63,980
0.153374,0.079755,0.030675,0.030675,0.06135,0.07362,0.08589,0.03681,0.02454,0.02454,0.018405,0.018405,0.03681,0.02454,0.02454,0.018405,0.006135,0.018405,0.006135,0.006135,0.01227,0.01227,0.006135,0.01227,0.02454,0.018405,0.018405,0.006135,0.006135,0.006135,0.006135,0.006135,0.01227,0.006135,0.006135,0.006135,0.006135,0.006135,0.006135,0.006135,0.018405,0.006135,0.006135
0.153374,0.233129,0.263804,0.294479,0.355828,0.429448,0.515337,0.552147,0.576687,0.601227,0.619632,0.638037,0.674847,0.699387,0.723926,0.742331,0.748466,0.766871,0.773006,0.779141,0.791411,0.803681,0.809816,0.822086,0.846626,0.865031,0.883436,0.889571,0.895706,0.90184,0.907975,0.91411,0.92638,0.932515,0.93865,0.944785,0.95092,0.957055,0.96319,0.969325,0.98773,0.993865,1
